;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;year;month
'host_response_time','host_response_rate','host_is_superhost','host_listings_count','latitude','longitude','property_type','room_type','accommodates','bathrooms','bedrooms','beds','bed_type','amenities','price','security_deposit','cleaning_fee','guests_included','extra_people','minimum_nights','maximum_nights','number_of_reviews','review_scores_rating','review_scores_accuracy','review_scores_cleanliness','review_scores_checkin','review_scores_communication','review_scores_location','review_scores_value','instant_bookable','is_business_travel_ready','cancellation_policy','year','month';'host_response_time';'host_response_rate';'host_is_superhost';'host_listings_count';'latitude';'longitude';'property_type';'room_type';'accommodates';'bathrooms';'bedrooms';'beds';'bed_type';'amenities';'price';'security_deposit';'cleaning_fee';'guests_included';'extra_people';'minimum_nights';'maximum_nights';'number_of_reviews';'review_scores_rating';'review_scores_accuracy';'review_scores_cleanliness';'review_scores_checkin';'review_scores_communication';'review_scores_location';'review_scores_value';'instant_bookable';'is_business_travel_ready';'cancellation_policy';'year';'month'
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;within an hour;100%;t;2.0;-22.979.649.042.264.600;-4.318.914.693.929.950;Apartment;Private room;1;1.0;1.0;2.0;Real Bed;"{TV,Wifi,Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Step-free access"",""Wide doorway"",""Step-free access"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",Beachfront,""Handheld shower head""}";$68.00;$0.00;$40.00;1;$35.00;1;7;33;90.0;9.0;9.0;9.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a day;100%;f;1.0;-2.293.317.955.840.150;-4.317.680.797.752.780;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials}";$249.00;;$150.00;1;$0.00;1;800;45;96.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;;;f;1.0;-22.898.861.666.060.700;-4.321.927.846.887.210;House;Private room;4;2.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""translation missing: en.hosting_amenity_50""}";$126.00;$200.00;$100.00;1;$70.00;1;365;3;90.0;10.0;10.0;10.0;10.0;7.0;10.0;f;f;strict;2018;4
;;;f;1.0;-2.298.573.127.863.570;-43.496.848.240.611.300;House;Entire home/apt;5;1.0;2.0;5.0;Real Bed;"{TV,Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),""Family/kid friendly""}";$301.00;;$70.00;5;$50.00;2;14;0;;;;;;;;f;f;moderate;2018;4
;within an hour;100%;f;6.0;-2.297.788.700.110.220;-43.225.613.853.037.800;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";$400.00;$1,000.00;$150.00;1;$40.00;3;30;9;94.0;9.0;9.0;10.0;10.0;8.0;8.0;f;f;strict;2018;4
;;;f;2.0;-22.962.739.357.067.700;-4.317.717.985.328.220;Apartment;Entire home/apt;6;3.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Long term stays allowed""}";$168.00;$1,027.00;$154.00;2;$0.00;3;180;13;100.0;10.0;10.0;9.0;10.0;9.0;10.0;t;f;strict;2018;4
;;;f;1.0;-2.299.501.317.186.290;-4.327.394.068.910.850;Loft;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace""}";$181.00;;$100.00;3;$50.00;2;60;1;100.0;10.0;8.0;10.0;10.0;10.0;10.0;f;f;moderate;2018;4
;within an hour;100%;f;8.0;-2.293.380.225.831.920;-4.319.263.902.103.920;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Washer,Dryer}";$58.00;$800.00;$30.00;1;$48.00;2;360;5;96.0;9.0;9.0;10.0;9.0;9.0;9.0;f;f;flexible;2018;4
;within an hour;90%;f;55.0;-22.985.950.844.710.700;-4.319.903.051.072.750;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,""Air conditioning"",Elevator}";$410.00;;;1;$0.00;1;1125;5;96.0;8.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within an hour;90%;f;55.0;-22.986.234.723.672.000;-4.320.020.456.566.070;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,""Air conditioning"",Elevator}";$239.00;;;1;$0.00;2;1125;35;94.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within a day;100%;f;2.0;-22.959.399.893.872.100;-4.320.252.609.789.020;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Breakfast,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";$188.00;$2,000.00;$140.00;2;$50.00;2;15;6;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2018;4
;within a day;50%;f;1.0;-23.026.277.252.796.700;-435.046.145.259.322;House;Private room;10;7.0;1.0;10.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer,Dryer,""Host greets you""}";$120.00;;;1;$100.00;2;180;2;100.0;9.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
;within a few hours;100%;t;4.0;-22.921.189.892.934.300;-4.317.459.708.791.510;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Well-lit path to entrance"",""Host greets you"",Beachfront}";$89.00;$0.00;$0.00;1;$40.00;3;300;75;93.0;9.0;9.0;9.0;9.0;9.0;9.0;t;f;moderate;2018;4
;;;f;1.0;-22.942.884.493.412.400;-43.181.151.315.082.200;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Ethernet connection""}";$130.00;$350.00;$100.00;1;$0.00;3;29;49;95.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within an hour;100%;t;3.0;-22.971.198.379.055.500;-43.186.460.497.283.000;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Step-free access"",""Step-free access"",""Bathtub with bath chair"",""Step-free access"",""Host greets you""}";$301.00;$350.00;$160.00;3;$0.00;3;89;67;98.0;10.0;10.0;10.0;10.0;9.0;10.0;t;f;strict;2018;4
;within a day;100%;f;2.0;-22.986.341.706.397.500;-4.318.401.054.462.810;Apartment;Entire home/apt;2;;1.0;1.0;Real Bed;"{TV,""Air conditioning"",Kitchen,Elevator,Essentials}";$199.00;$1,000.00;$120.00;1;$0.00;5;1125;2;80.0;7.0;9.0;10.0;7.0;9.0;6.0;t;f;strict;2018;4
;within a few hours;100%;f;7.0;-23.011.440.060.009.500;-4.343.772.270.367.350;Bed and breakfast;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";$140.00;;;1;$85.00;1;365;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;;;f;1.0;-2.298.077.924.386.010;-4.320.843.902.003.010;Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}";$526.00;;$120.00;2;$0.00;7;30;6;100.0;10.0;9.0;10.0;10.0;10.0;8.0;f;f;strict;2018;4
;;;f;2.0;-22.957.990.719.635.200;-4.320.390.397.870.330;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Hangers,Iron,""Laptop friendly workspace""}";$201.00;$1,000.00;;1;$90.00;7;180;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;;;f;3.0;-2.296.192.256.145.670;-4.318.115.706.989.230;Apartment;Private room;2;1.5;1.0;1.0;Futon;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""Patio or balcony"",""Beach essentials""}";$191.00;;$70.00;1;$0.00;2;15;0;;;;;;;;f;f;strict;2018;4
;within a few hours;100%;f;4.0;-2.299.055.511.379.210;-4.348.008.325.144.090;Condominium;Entire home/apt;5;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Breakfast,""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Children’s books and toys"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you""}";$85.00;$0.00;$102.00;2;$34.00;3;1125;0;;;;;;;;f;f;strict;2018;4
;within a few hours;100%;f;4.0;-229.809.186.513.638;-4.319.179.159.051.290;Apartment;Private room;2;0.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",""Laptop friendly workspace"",""Hot water"",""Host greets you""}";$171.00;$1,366.00;$273.00;1;$34.00;8;30;11;98.0;10.0;10.0;10.0;9.0;9.0;9.0;f;f;strict;2018;4
;;;f;1.0;-2.298.373.509.559.500;-431.924.098.890.776;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$222.00;$512.00;$171.00;2;$0.00;4;1125;0;;;;;;;;f;f;strict;2018;4
;within an hour;100%;f;3.0;-2.291.585.926.065.160;-4.320.939.275.709.860;Hostel;Shared room;1;3.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Suitable for events"",Washer,""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony""}";$41.00;;;1;$25.00;1;30;5;80.0;8.0;9.0;8.0;9.0;8.0;8.0;f;f;strict;2018;4
;;;f;2.0;-229.241.856.604.818;-4.317.380.361.212.760;Apartment;Private room;2;;1.0;;Real Bed;{};$420.00;;;1;$0.00;1;1125;0;;;;;;;;t;f;flexible;2018;4
;within a day;60%;f;21.0;-2.300.096.121.019.520;-4.330.893.496.409.970;House;Private room;2;1.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer,Essentials}";$75.00;;;1;$50.00;1;1125;5;93.0;8.0;8.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within an hour;100%;f;2.0;-2.300.730.546.229.470;-4.332.376.033.222.130;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$150.00;;$130.00;5;$0.00;3;30;6;90.0;10.0;9.0;10.0;9.0;10.0;9.0;f;f;strict;2018;4
;;;f;1.0;-22.983.096.284.994.400;-4.320.063.186.852.560;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;{TV};$499.00;;;1;$0.00;1;1125;2;94.0;10.0;10.0;10.0;10.0;10.0;8.0;f;f;strict;2018;4
;within an hour;100%;f;2.0;-2.296.995.670.780.430;-431.825.230.102.685;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Stove,""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$171.00;$500.00;$150.00;2;$20.00;5;90;47;91.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
;;;f;1.0;-22.901.240.859.120.500;-4.334.985.884.309.780;House;Private room;3;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),""Family/kid friendly"",""Fire extinguisher""}";$342.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;2018;4
;within a day;100%;f;2.0;-22.978.437.892.173.400;-4.318.856.697.029.610;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom""}";$427.00;$683.00;$137.00;2;$85.00;2;60;0;;;;;;;;f;f;moderate;2018;4
;within a few hours;90%;f;1.0;-22.934.087.653.139.900;-4.318.081.591.762.390;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Washer,Dryer,Essentials,Iron}";$68.00;;$33.00;1;$26.00;2;60;56;89.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;2018;4
;within an hour;100%;f;4.0;-22.974.668.466.854.400;-4.319.670.649.970.600;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Suitable for events"",Dryer,Essentials,""Lock on bedroom door"",""Hair dryer"",""Self check-in"",""Front desk/doorperson"",""Hot water""}";$134.00;$1,027.00;;1;$171.00;4;30;1;100.0;10.0;10.0;10.0;10.0;10.0;;f;f;strict;2018;4
;within an hour;86%;f;1.0;-2.296.082.614.775.810;-4.320.411.739.186.430;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$348.00;;;1;$0.00;1;15;5;96.0;10.0;10.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
;within an hour;100%;f;4.0;-2.297.917.274.871.210;-4.318.893.808.558.530;Apartment;Entire home/apt;6;2.5;4.0;5.0;Real Bed;"{TV,""Cable TV"",Wifi,Kitchen,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Refrigerator,""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout""}";$568.00;$1,712.00;$205.00;6;$411.00;5;365;51;92.0;9.0;9.0;10.0;9.0;10.0;9.0;f;f;moderate;2018;4
;within a few hours;100%;t;2.0;-22.984.254.883.650.800;-4.321.416.932.707.490;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access""}";$150.00;$0.00;$80.00;3;$30.00;2;180;85;96.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;flexible;2018;4
;within an hour;90%;f;55.0;-2.298.356.533.932.850;-4.319.368.762.071.840;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;{};$239.00;;;1;$0.00;3;1125;14;93.0;10.0;9.0;10.0;10.0;10.0;8.0;f;f;strict;2018;4
;within a day;100%;f;2.0;-2.300.897.249.916.720;-4.342.436.659.330.720;House;Private room;2;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Bed linens""}";$324.00;$683.00;;1;$0.00;4;14;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
;;;f;3.0;-2.281.027.552.645.920;-4.318.177.774.736.990;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Pool,""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$240.00;;$171.00;1;$89.00;2;365;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;;;f;2.0;-23.006.900.470.598.500;-4.331.146.697.305.050;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Hangers,Iron}";$143.00;$350.00;$40.00;3;$0.00;2;30;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2018;4
;within a few hours;100%;f;2.0;-22.950.906.463.670.500;-4.326.336.063.299.730;House;Entire home/apt;10;4.5;4.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}";$488.00;$3,500.00;$170.00;10;$70.00;5;30;3;87.0;10.0;8.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;;;f;1.0;-22.974.216.239.333.500;-43.328.482.846.442.100;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";$188.00;$400.00;$50.00;1;$100.00;2;21;0;;;;;;;;f;f;flexible;2018;4
;within an hour;100%;f;2.0;-22.949.393.796.868.100;-4.318.250.404.399.440;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;"{Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height toilet"",""Host greets you"",Beachfront}";$301.00;$1,000.00;$150.00;1;$0.00;3;365;15;90.0;8.0;9.0;10.0;10.0;10.0;8.0;f;f;strict;2018;4
;;;f;4.0;-22.934.920.764.007.400;-4.317.585.036.081.510;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Shampoo}";$700.00;$500.00;;1;$0.00;2;15;2;100.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within a few hours;100%;f;2.0;-23.006.603.364.278.400;-4.329.758.219.695.440;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;{};$239.00;;$150.00;1;$0.00;5;1125;6;97.0;10.0;8.0;10.0;9.0;10.0;10.0;f;f;strict;2018;4
;;;f;6.0;-22.970.972.221.868.300;-4.339.458.081.510.560;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$127.00;;$155.00;1;$250.00;5;90;1;97.0;10.0;10.0;10.0;10.0;8.0;10.0;f;f;strict;2018;4
;;;f;1.0;-2.298.253.496.830.680;-4.319.123.835.723.520;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,""Family/kid friendly"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Step-free access"",""Wide clearance to shower, toilet"",""Step-free access""}";$290.00;$1,991.00;$222.00;4;$137.00;5;250;6;93.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within an hour;100%;t;3.0;-2.298.463.314.861.530;-43.213.377.226.981.900;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",Oven,Stove,""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet""}";$249.00;$500.00;$108.00;2;$50.00;4;30;18;95.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
